Ang_1_ATCACG_L008_R1_001.fastq.gz,Condition1
Ang_2_CGATGT_L008_R1_001.fastq.gz,Condition1
Ang_3_TTAGGC_L008_R1_001.fastq.gz,Condition1
BSA_1_TGACCA_L008_R1_001.fastq.gz,Condition2
BSA_2_GCCAAT_L008_R1_001.fastq.gz,Condition2
BSA_3_CTTGTA_L008_R1_001.fastq.gz,Condition2
