CytC_IP1.fastq.gz,CytC
CytC_IP2.fastq.gz,CytC
CytC_IP3.fastq.gz,CytC
TotalRNA1.fastq.gz,TotalRNA
TotalRNA2.fastq.gz,TotalRNA
TotalRNA3.fastq.gz,TotalRNA
