Ang_1_ATCACG_L008_R1_001.fastq.gz,Angiogenin
Ang_2_CGATGT_L008_R1_001.fastq.gz,Angiogenin
Ang_3_TTAGGC_L008_R1_001.fastq.gz,Angiogenin
BSA_1_TGACCA_L008_R1_001.fastq.gz,Vehicle
BSA_2_GCCAAT_L008_R1_001.fastq.gz,Vehicle
BSA_3_CTTGTA_L008_R1_001.fastq.gz,Vehicle
