Ang_1_ATCACG_L008_R1_001.fastq.all_features.count,Angiogenin
Ang_2_CGATGT_L008_R1_001.fastq.all_features.count,Angiogenin
Ang_3_TTAGGC_L008_R1_001.fastq.all_features.count,Angiogenin
BSA_1_TGACCA_L008_R1_001.fastq.all_features.count,Vehicle
BSA_2_GCCAAT_L008_R1_001.fastq.all_features.count,Vehicle
BSA_3_GCCAAT_L008_R1_001.fastq.all_features.count,Vehicle
BSA_4_CTTGTA_L008_R1_001.fastq.all_features.count,Fluff
